ts,file,links,n_smooth,n_slow,n_jam,pct_smooth,pct_slow,pct_jam,pct_congested,speed_mean,speed_median,hour,date
2026-07-22 16:47:00,daegu_traffic_linkspeed_20260722_164700.csv,1960,1070,742,148,54.59,37.86,7.55,45.41,30.72,27.0,16,2026-07-22
2026-07-22 16:54:36,daegu_traffic_linkspeed_20260722_165436.csv,1960,1066,739,155,54.39,37.7,7.91,45.61,30.46,27.0,16,2026-07-22
2026-07-22 16:55:21,daegu_traffic_linkspeed_20260722_165521.csv,1960,1066,739,155,54.39,37.7,7.91,45.61,30.46,27.0,16,2026-07-22
2026-07-22 17:04:55,daegu_traffic_linkspeed_20260722_170455.csv,1960,1073,731,156,54.74,37.3,7.96,45.26,30.34,27.0,17,2026-07-22
2026-07-22 17:10:27,daegu_traffic_linkspeed_20260722_171027.csv,1960,1004,772,184,51.22,39.39,9.39,48.78,29.55,26.0,17,2026-07-22
2026-07-22 17:25:36,daegu_traffic_linkspeed_20260722_172536.csv,1960,927,821,212,47.3,41.89,10.82,52.7,28.83,25.0,17,2026-07-22
2026-07-22 17:40:53,daegu_traffic_linkspeed_20260722_174053.csv,1960,873,869,218,44.54,44.34,11.12,55.46,28.4,25.0,17,2026-07-22
2026-07-22 20:01:33,daegu_traffic_linkspeed_20260722_200133.csv,1960,1417,491,52,72.3,25.05,2.65,27.7,35.27,31.0,20,2026-07-22
2026-07-22 20:02:51,daegu_traffic_linkspeed_20260722_200251.csv,1960,1431,485,44,73.01,24.74,2.24,26.99,35.5,31.0,20,2026-07-22
2026-07-22 20:16:48,daegu_traffic_linkspeed_20260722_201648.csv,1960,1425,484,51,72.7,24.69,2.6,27.3,35.16,30.0,20,2026-07-22
2026-07-22 20:18:09,daegu_traffic_linkspeed_20260722_201809.csv,1960,1403,513,44,71.58,26.17,2.24,28.42,35.1,31.0,20,2026-07-22
2026-07-22 20:32:01,daegu_traffic_linkspeed_20260722_203201.csv,1960,1405,519,36,71.68,26.48,1.84,28.32,34.9,30.0,20,2026-07-22
2026-07-22 20:33:21,daegu_traffic_linkspeed_20260722_203321.csv,1960,1416,495,49,72.24,25.26,2.5,27.76,34.97,30.0,20,2026-07-22
2026-07-22 20:47:26,daegu_traffic_linkspeed_20260722_204726.csv,1960,1510,414,36,77.04,21.12,1.84,22.96,35.82,31.0,20,2026-07-22
2026-07-22 20:48:34,daegu_traffic_linkspeed_20260722_204834.csv,1960,1520,399,41,77.55,20.36,2.09,22.45,36.06,31.0,20,2026-07-22
2026-07-22 21:02:35,daegu_traffic_linkspeed_20260722_210235.csv,1960,1524,385,51,77.76,19.64,2.6,22.24,36.41,32.0,21,2026-07-22
2026-07-22 21:03:40,daegu_traffic_linkspeed_20260722_210340.csv,1960,1558,352,50,79.49,17.96,2.55,20.51,36.53,32.0,21,2026-07-22
2026-07-22 21:18:42,daegu_traffic_linkspeed_20260722_211842.csv,1960,1474,452,34,75.2,23.06,1.73,24.8,35.72,31.0,21,2026-07-22
2026-07-22 21:33:51,daegu_traffic_linkspeed_20260722_213351.csv,1960,1437,487,36,73.32,24.85,1.84,26.68,35.79,31.0,21,2026-07-22
2026-07-22 21:48:55,daegu_traffic_linkspeed_20260722_214855.csv,1960,1544,382,34,78.78,19.49,1.73,21.22,37.01,32.0,21,2026-07-22
2026-07-22 22:03:58,daegu_traffic_linkspeed_20260722_220358.csv,1960,1616,294,50,82.45,15.0,2.55,17.55,37.38,33.0,22,2026-07-22
2026-07-22 22:19:01,daegu_traffic_linkspeed_20260722_221901.csv,1960,1489,448,23,75.97,22.86,1.17,24.03,36.74,32.0,22,2026-07-22
2026-07-22 22:34:04,daegu_traffic_linkspeed_20260722_223404.csv,1960,1516,424,20,77.35,21.63,1.02,22.65,36.69,33.0,22,2026-07-22
2026-07-22 22:49:06,daegu_traffic_linkspeed_20260722_224906.csv,1960,1630,320,10,83.16,16.33,0.51,16.84,38.06,33.0,22,2026-07-22
2026-07-22 23:04:08,daegu_traffic_linkspeed_20260722_230408.csv,1960,1679,267,14,85.66,13.62,0.71,14.34,38.92,34.0,23,2026-07-22
2026-07-22 23:19:12,daegu_traffic_linkspeed_20260722_231912.csv,1960,1660,282,18,84.69,14.39,0.92,15.31,38.7,34.0,23,2026-07-22
2026-07-22 23:34:15,daegu_traffic_linkspeed_20260722_233415.csv,1960,1633,302,25,83.32,15.41,1.28,16.68,38.92,35.0,23,2026-07-22
2026-07-22 23:49:16,daegu_traffic_linkspeed_20260722_234916.csv,1960,1717,230,13,87.6,11.73,0.66,12.4,40.15,35.0,23,2026-07-22
2026-07-23 00:04:19,daegu_traffic_linkspeed_20260723_000419.csv,1960,1706,234,20,87.04,11.94,1.02,12.96,40.12,36.0,0,2026-07-23
2026-07-23 00:19:25,daegu_traffic_linkspeed_20260723_001925.csv,1958,1697,255,6,86.67,13.02,0.31,13.33,39.63,36.0,0,2026-07-23
2026-07-23 00:34:29,daegu_traffic_linkspeed_20260723_003429.csv,1958,1684,261,13,86.01,13.33,0.66,13.99,39.66,36.0,0,2026-07-23
2026-07-23 00:49:33,daegu_traffic_linkspeed_20260723_004933.csv,1958,1770,179,9,90.4,9.14,0.46,9.6,40.93,37.0,0,2026-07-23
2026-07-23 01:04:36,daegu_traffic_linkspeed_20260723_010436.csv,1958,1755,194,9,89.63,9.91,0.46,10.37,41.07,37.0,1,2026-07-23
2026-07-23 01:19:38,daegu_traffic_linkspeed_20260723_011938.csv,1958,1700,251,7,86.82,12.82,0.36,13.18,40.38,37.0,1,2026-07-23
2026-07-23 01:34:41,daegu_traffic_linkspeed_20260723_013441.csv,1960,1708,238,14,87.14,12.14,0.71,12.86,40.68,37.0,1,2026-07-23
2026-07-23 01:49:43,daegu_traffic_linkspeed_20260723_014943.csv,1960,1753,194,13,89.44,9.9,0.66,10.56,41.19,37.0,1,2026-07-23
2026-07-23 02:04:47,daegu_traffic_linkspeed_20260723_020447.csv,1958,1728,228,2,88.25,11.64,0.1,11.75,41.19,38.0,2,2026-07-23
2026-07-23 02:19:50,daegu_traffic_linkspeed_20260723_021950.csv,1958,1758,191,9,89.79,9.75,0.46,10.21,41.14,38.0,2,2026-07-23
2026-07-23 02:34:56,daegu_traffic_linkspeed_20260723_023456.csv,1958,1786,163,9,91.22,8.32,0.46,8.78,41.42,39.0,2,2026-07-23
2026-07-23 02:49:59,daegu_traffic_linkspeed_20260723_024959.csv,1958,1791,158,9,91.47,8.07,0.46,8.53,41.85,38.0,2,2026-07-23
2026-07-23 03:05:01,daegu_traffic_linkspeed_20260723_030501.csv,1958,1793,156,9,91.57,7.97,0.46,8.43,41.97,39.0,3,2026-07-23
2026-07-23 03:20:08,daegu_traffic_linkspeed_20260723_032008.csv,1958,1777,179,2,90.76,9.14,0.1,9.24,41.71,38.0,3,2026-07-23
2026-07-23 03:35:11,daegu_traffic_linkspeed_20260723_033511.csv,1958,1810,146,2,92.44,7.46,0.1,7.56,41.98,38.0,3,2026-07-23
2026-07-23 03:50:13,daegu_traffic_linkspeed_20260723_035013.csv,1958,1823,133,2,93.11,6.79,0.1,6.89,42.45,39.0,3,2026-07-23
2026-07-23 04:05:15,daegu_traffic_linkspeed_20260723_040515.csv,1958,1783,173,2,91.06,8.84,0.1,8.94,42.59,39.0,4,2026-07-23
2026-07-23 04:20:21,daegu_traffic_linkspeed_20260723_042021.csv,1960,1783,173,4,90.97,8.83,0.2,9.03,41.91,38.0,4,2026-07-23
2026-07-23 04:35:26,daegu_traffic_linkspeed_20260723_043526.csv,1960,1794,152,14,91.53,7.76,0.71,8.47,41.94,39.0,4,2026-07-23
2026-07-23 04:50:28,daegu_traffic_linkspeed_20260723_045028.csv,1960,1807,148,5,92.19,7.55,0.26,7.81,42.3,39.0,4,2026-07-23
2026-07-23 05:05:34,daegu_traffic_linkspeed_20260723_050534.csv,1960,1794,162,4,91.53,8.27,0.2,8.47,42.1,38.0,5,2026-07-23
2026-07-23 05:20:40,daegu_traffic_linkspeed_20260723_052040.csv,1960,1764,190,6,90.0,9.69,0.31,10.0,41.66,38.0,5,2026-07-23
2026-07-23 05:35:54,daegu_traffic_linkspeed_20260723_053554.csv,1960,1796,158,6,91.63,8.06,0.31,8.37,41.85,38.0,5,2026-07-23
2026-07-23 05:50:58,daegu_traffic_linkspeed_20260723_055058.csv,1960,1812,144,4,92.45,7.35,0.2,7.55,42.05,38.0,5,2026-07-23
2026-07-23 06:06:02,daegu_traffic_linkspeed_20260723_060602.csv,1960,1804,152,4,92.04,7.76,0.2,7.96,42.08,39.0,6,2026-07-23
2026-07-23 06:21:07,daegu_traffic_linkspeed_20260723_062107.csv,1960,1737,215,8,88.62,10.97,0.41,11.38,40.7,37.0,6,2026-07-23
2026-07-23 06:36:20,daegu_traffic_linkspeed_20260723_063620.csv,1960,1738,199,23,88.67,10.15,1.17,11.33,40.09,36.0,6,2026-07-23
2026-07-23 06:51:22,daegu_traffic_linkspeed_20260723_065122.csv,1960,1706,234,20,87.04,11.94,1.02,12.96,39.5,35.0,6,2026-07-23
2026-07-23 07:06:25,daegu_traffic_linkspeed_20260723_070625.csv,1960,1638,301,21,83.57,15.36,1.07,16.43,39.21,36.0,7,2026-07-23
2026-07-23 07:21:32,daegu_traffic_linkspeed_20260723_072132.csv,1960,1562,356,42,79.69,18.16,2.14,20.31,38.09,35.0,7,2026-07-23
2026-07-23 07:36:37,daegu_traffic_linkspeed_20260723_073637.csv,1960,1478,436,46,75.41,22.24,2.35,24.59,36.31,34.0,7,2026-07-23
2026-07-23 07:51:45,daegu_traffic_linkspeed_20260723_075145.csv,1960,1424,466,70,72.65,23.78,3.57,27.35,35.45,32.0,7,2026-07-23
2026-07-23 08:06:53,daegu_traffic_linkspeed_20260723_080653.csv,1960,1344,535,81,68.57,27.3,4.13,31.43,33.82,31.0,8,2026-07-23
2026-07-23 08:22:00,daegu_traffic_linkspeed_20260723_082200.csv,1960,1110,754,96,56.63,38.47,4.9,43.37,31.32,28.0,8,2026-07-23
2026-07-23 08:37:06,daegu_traffic_linkspeed_20260723_083706.csv,1960,957,858,145,48.83,43.78,7.4,51.17,29.41,26.0,8,2026-07-23
2026-07-23 08:52:13,daegu_traffic_linkspeed_20260723_085213.csv,1960,930,889,141,47.45,45.36,7.19,52.55,29.27,26.0,8,2026-07-23
2026-07-23 09:07:18,daegu_traffic_linkspeed_20260723_090718.csv,1960,1036,775,149,52.86,39.54,7.6,47.14,30.08,27.0,9,2026-07-23
2026-07-23 09:22:21,daegu_traffic_linkspeed_20260723_092221.csv,1960,1094,719,147,55.82,36.68,7.5,44.18,30.98,27.0,9,2026-07-23
2026-07-23 09:37:27,daegu_traffic_linkspeed_20260723_093727.csv,1960,1167,690,103,59.54,35.2,5.26,40.46,32.01,27.0,9,2026-07-23
2026-07-23 09:52:33,daegu_traffic_linkspeed_20260723_095233.csv,1960,1252,626,82,63.88,31.94,4.18,36.12,32.63,29.0,9,2026-07-23
2026-07-23 10:07:35,daegu_traffic_linkspeed_20260723_100735.csv,1960,1258,630,72,64.18,32.14,3.67,35.82,32.69,29.0,10,2026-07-23
2026-07-23 10:22:49,daegu_traffic_linkspeed_20260723_102249.csv,1960,1140,718,102,58.16,36.63,5.2,41.84,31.87,27.0,10,2026-07-23
2026-07-23 10:37:51,daegu_traffic_linkspeed_20260723_103751.csv,1960,1177,716,67,60.05,36.53,3.42,39.95,32.07,28.0,10,2026-07-23
2026-07-23 10:53:02,daegu_traffic_linkspeed_20260723_105302.csv,1960,1260,625,75,64.29,31.89,3.83,35.71,32.99,30.0,10,2026-07-23
2026-07-23 11:08:04,daegu_traffic_linkspeed_20260723_110804.csv,1960,1228,655,77,62.65,33.42,3.93,37.35,33.11,30.0,11,2026-07-23
2026-07-23 11:23:13,daegu_traffic_linkspeed_20260723_112313.csv,1960,1200,666,94,61.22,33.98,4.8,38.78,32.32,28.0,11,2026-07-23
2026-07-23 11:38:25,daegu_traffic_linkspeed_20260723_113825.csv,1960,1201,674,85,61.28,34.39,4.34,38.72,32.62,28.5,11,2026-07-23
2026-07-23 11:53:32,daegu_traffic_linkspeed_20260723_115332.csv,1960,1280,617,63,65.31,31.48,3.21,34.69,33.36,29.0,11,2026-07-23
2026-07-23 12:08:40,daegu_traffic_linkspeed_20260723_120840.csv,1960,1238,648,74,63.16,33.06,3.78,36.84,32.92,29.0,12,2026-07-23
2026-07-23 12:23:56,daegu_traffic_linkspeed_20260723_122356.csv,1960,1201,694,65,61.28,35.41,3.32,38.72,32.77,28.0,12,2026-07-23
2026-07-23 12:38:59,daegu_traffic_linkspeed_20260723_123859.csv,1960,1241,640,79,63.32,32.65,4.03,36.68,33.31,29.0,12,2026-07-23
2026-07-23 12:54:09,daegu_traffic_linkspeed_20260723_125409.csv,1960,1302,592,66,66.43,30.2,3.37,33.57,33.95,30.0,12,2026-07-23
2026-07-23 13:09:17,daegu_traffic_linkspeed_20260723_130917.csv,1960,1251,646,63,63.83,32.96,3.21,36.17,33.28,29.0,13,2026-07-23
2026-07-23 13:24:30,daegu_traffic_linkspeed_20260723_132430.csv,1960,1200,680,80,61.22,34.69,4.08,38.78,32.68,28.0,13,2026-07-23
2026-07-23 13:39:32,daegu_traffic_linkspeed_20260723_133932.csv,1960,1225,657,78,62.5,33.52,3.98,37.5,32.54,29.0,13,2026-07-23
2026-07-23 13:54:40,daegu_traffic_linkspeed_20260723_135440.csv,1960,1211,673,76,61.79,34.34,3.88,38.21,32.49,28.0,13,2026-07-23
2026-07-23 14:09:49,daegu_traffic_linkspeed_20260723_140949.csv,1960,1184,690,86,60.41,35.2,4.39,39.59,31.79,28.0,14,2026-07-23
2026-07-23 14:24:51,daegu_traffic_linkspeed_20260723_142451.csv,1960,1127,720,113,57.5,36.73,5.77,42.5,31.35,27.0,14,2026-07-23
2026-07-23 14:40:14,daegu_traffic_linkspeed_20260723_144014.csv,1960,1168,687,105,59.59,35.05,5.36,40.41,31.78,28.0,14,2026-07-23
2026-07-23 14:55:33,daegu_traffic_linkspeed_20260723_145533.csv,1960,1217,671,72,62.09,34.23,3.67,37.91,32.21,28.0,14,2026-07-23
2026-07-23 15:10:56,daegu_traffic_linkspeed_20260723_151056.csv,1960,1091,779,90,55.66,39.74,4.59,44.34,31.34,27.0,15,2026-07-23
2026-07-23 15:26:08,daegu_traffic_linkspeed_20260723_152608.csv,1960,1079,792,89,55.05,40.41,4.54,44.95,30.77,27.0,15,2026-07-23
2026-07-23 15:41:10,daegu_traffic_linkspeed_20260723_154110.csv,1960,1081,780,99,55.15,39.8,5.05,44.85,30.89,27.0,15,2026-07-23
2026-07-23 15:56:18,daegu_traffic_linkspeed_20260723_155618.csv,1960,1134,720,106,57.86,36.73,5.41,42.14,31.31,28.0,15,2026-07-23
2026-07-23 16:35:40,daegu_traffic_linkspeed_20260723_163540.csv,1960,1011,777,172,51.58,39.64,8.78,48.42,29.95,26.0,16,2026-07-23
2026-07-23 16:50:49,daegu_traffic_linkspeed_20260723_165049.csv,1960,1051,766,143,53.62,39.08,7.3,46.38,30.5,27.0,16,2026-07-23
2026-07-23 17:05:55,daegu_traffic_linkspeed_20260723_170555.csv,1960,1065,742,153,54.34,37.86,7.81,45.66,30.14,27.0,17,2026-07-23
2026-07-23 17:21:09,daegu_traffic_linkspeed_20260723_172109.csv,1960,961,794,205,49.03,40.51,10.46,50.97,29.07,26.0,17,2026-07-23
2026-07-23 17:36:15,daegu_traffic_linkspeed_20260723_173615.csv,1960,951,739,270,48.52,37.7,13.78,51.48,28.54,26.0,17,2026-07-23
2026-07-23 17:51:24,daegu_traffic_linkspeed_20260723_175124.csv,1960,953,757,250,48.62,38.62,12.76,51.38,28.84,26.0,17,2026-07-23
2026-07-23 18:06:26,daegu_traffic_linkspeed_20260723_180626.csv,1960,916,741,303,46.73,37.81,15.46,53.27,28.43,26.0,18,2026-07-23
2026-07-23 18:21:33,daegu_traffic_linkspeed_20260723_182133.csv,1960,838,731,391,42.76,37.3,19.95,57.24,27.12,24.0,18,2026-07-23
2026-07-23 18:36:42,daegu_traffic_linkspeed_20260723_183642.csv,1960,756,708,496,38.57,36.12,25.31,61.43,25.94,23.0,18,2026-07-23
2026-07-23 18:51:45,daegu_traffic_linkspeed_20260723_185145.csv,1960,842,727,391,42.96,37.09,19.95,57.04,27.19,25.0,18,2026-07-23
2026-07-23 19:06:51,daegu_traffic_linkspeed_20260723_190651.csv,1960,1000,701,259,51.02,35.77,13.21,48.98,29.26,26.0,19,2026-07-23
2026-07-23 19:21:53,daegu_traffic_linkspeed_20260723_192153.csv,1960,1118,686,156,57.04,35.0,7.96,42.96,31.04,27.0,19,2026-07-23
2026-07-23 19:36:55,daegu_traffic_linkspeed_20260723_193655.csv,1960,1241,629,90,63.32,32.09,4.59,36.68,33.05,29.0,19,2026-07-23
2026-07-23 19:51:59,daegu_traffic_linkspeed_20260723_195159.csv,1960,1420,477,63,72.45,24.34,3.21,27.55,35.12,30.0,19,2026-07-23
2026-07-23 20:07:02,daegu_traffic_linkspeed_20260723_200702.csv,1960,1506,409,45,76.84,20.87,2.3,23.16,35.84,31.0,20,2026-07-23
2026-07-23 20:22:08,daegu_traffic_linkspeed_20260723_202208.csv,1960,1422,500,38,72.55,25.51,1.94,27.45,34.99,30.0,20,2026-07-23
2026-07-23 20:37:11,daegu_traffic_linkspeed_20260723_203711.csv,1960,1372,544,44,70.0,27.76,2.24,30.0,34.72,30.0,20,2026-07-23
2026-07-23 20:52:14,daegu_traffic_linkspeed_20260723_205214.csv,1960,1452,470,38,74.08,23.98,1.94,25.92,35.79,31.0,20,2026-07-23
2026-07-23 21:07:20,daegu_traffic_linkspeed_20260723_210720.csv,1960,1544,374,42,78.78,19.08,2.14,21.22,36.18,32.0,21,2026-07-23
2026-07-23 21:22:23,daegu_traffic_linkspeed_20260723_212223.csv,1960,1425,493,42,72.7,25.15,2.14,27.3,35.64,31.0,21,2026-07-23
2026-07-23 21:37:25,daegu_traffic_linkspeed_20260723_213725.csv,1960,1455,464,41,74.23,23.67,2.09,25.77,35.75,32.0,21,2026-07-23
2026-07-23 21:52:30,daegu_traffic_linkspeed_20260723_215230.csv,1960,1537,383,40,78.42,19.54,2.04,21.58,36.83,32.0,21,2026-07-23
2026-07-23 22:07:34,daegu_traffic_linkspeed_20260723_220734.csv,1960,1585,349,26,80.87,17.81,1.33,19.13,37.27,33.0,22,2026-07-23
2026-07-23 22:22:36,daegu_traffic_linkspeed_20260723_222236.csv,1960,1511,418,31,77.09,21.33,1.58,22.91,36.56,32.0,22,2026-07-23
2026-07-23 22:37:39,daegu_traffic_linkspeed_20260723_223739.csv,1960,1543,399,18,78.72,20.36,0.92,21.28,36.54,32.0,22,2026-07-23
2026-07-23 22:52:42,daegu_traffic_linkspeed_20260723_225242.csv,1960,1641,299,20,83.72,15.26,1.02,16.28,37.99,34.0,22,2026-07-23
2026-07-23 23:07:48,daegu_traffic_linkspeed_20260723_230748.csv,1960,1674,271,15,85.41,13.83,0.77,14.59,38.79,34.0,23,2026-07-23
2026-07-23 23:22:53,daegu_traffic_linkspeed_20260723_232253.csv,191,170,19,2,89.01,9.95,1.05,10.99,44.71,48.0,23,2026-07-23
2026-07-23 23:37:55,daegu_traffic_linkspeed_20260723_233755.csv,1960,1636,306,18,83.47,15.61,0.92,16.53,38.71,34.0,23,2026-07-23
2026-07-23 23:52:57,daegu_traffic_linkspeed_20260723_235257.csv,1960,1703,248,9,86.89,12.65,0.46,13.11,39.95,36.0,23,2026-07-23
2026-07-24 00:07:59,daegu_traffic_linkspeed_20260724_000759.csv,1960,1720,220,20,87.76,11.22,1.02,12.24,40.08,36.0,0,2026-07-24
2026-07-24 00:23:04,daegu_traffic_linkspeed_20260724_002304.csv,1958,1683,262,13,85.96,13.38,0.66,14.04,39.63,35.0,0,2026-07-24
2026-07-24 00:38:14,daegu_traffic_linkspeed_20260724_003814.csv,1958,1722,227,9,87.95,11.59,0.46,12.05,40.23,37.0,0,2026-07-24
2026-07-24 00:53:17,daegu_traffic_linkspeed_20260724_005317.csv,1958,1768,181,9,90.3,9.24,0.46,9.7,41.28,37.0,0,2026-07-24
2026-07-24 01:08:19,daegu_traffic_linkspeed_20260724_010819.csv,1339,1177,160,2,87.9,11.95,0.15,12.1,39.74,37.0,1,2026-07-24
2026-07-24 01:23:29,daegu_traffic_linkspeed_20260724_012329.csv,1958,1729,220,9,88.3,11.24,0.46,11.7,40.6,37.0,1,2026-07-24
2026-07-24 01:38:32,daegu_traffic_linkspeed_20260724_013832.csv,1958,1748,208,2,89.27,10.62,0.1,10.73,40.84,37.0,1,2026-07-24
